grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-1895-0,1895,2019-02-11,2019,Sightline Institute,Housing and Urban Development (Predates Fund),150000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/sightline-institute-housing-and-urban-development-february-2019/
grants-1736-0,1736,2019-02-12,2019,"University of California, Berkeley",Deworming and Cash Transfers,170000.0,"Global Health & Development; Global Health & Wellbeing Opportunities; Learning, Experimentation, and Exploration",Grants,https://coefficientgiving.org/grants/uc-berkeley-deworming-and-cash-transfers-2019/
grants-1946-0,1946,2019-02-21,2019,Centre for Effective Altruism,General Support,2756250.0,Other Areas,Grants,https://coefficientgiving.org/grants/centre-for-effective-altruism-general-support-2019/
grants-1958-0,1958,2019-02-22,2019,Machine Intelligence Research Institute,General Support,2652500.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/machine-intelligence-research-institute-general-support-2019/
grants-1960-0,1960,2019-02-22,2019,"80,000 Hours",General Support,4795803.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/80000-hours-general-support-2019/
grants-1913-0,1913,2019-02-26,2019,California Housing and Defense Fund,General Support (Predates Fund),340000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/california-renters-legal-advocacy-and-education-fund-general-support-2019/
grants-1912-0,1912,2019-03-01,2019,Rethink Priorities,Farm Animal Welfare Research,200000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/rethink-priorities-farm-animal-welfare-research/
grants-1923-0,1923,2019-03-01,2019,The Humane League,Open Wing Alliance,1565000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-humane-league-open-wing-alliance-2019/
grants-1832-0,1832,2019-03-05,2019,Sinergia Animal,General Support,245000.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/sinergia-animal-general-support-2019/
grants-1886-0,1886,2019-03-07,2019,Yale University,Vascular Therapy Research,180000.0,Human Health and Wellbeing; Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/yale-university-school-of-medicine-vascular-therapy-research/
grants-1941-0,1941,2019-03-12,2019,Center for Global Development,Labor Mobility Partnerships,709888.0,,Grants,https://coefficientgiving.org/grants/center-for-global-development-labor-mobility-partnerships/
grants-1727-0,1727,2019-03-13,2019,IDinsight,Beneficiary Preferences Survey,474374.0,"Global Health & Development; Global Health & Wellbeing Opportunities; Learning, Experimentation, and Exploration",Grants,https://coefficientgiving.org/grants/idinsight-beneficiary-preferences-survey/
grants-1729-0,1729,2019-03-13,2019,IDinsight,New Incentives RCT,184324.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-new-incentives-rct/
grants-1885-0,1885,2019-03-13,2019,Humane Slaughter Association,Wild-Caught Fish Welfare,570402.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/humane-slaughter-association-wild-caught-fish-welfare/
grants-1887-0,1887,2019-03-13,2019,Josh Tasoff,Leafleting Study,57000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/claremont-graduate-university-leafleting-study/
grants-1927-0,1927,2019-03-18,2019,University of Michigan,Research on Mammalian Gamete Development,2500000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-michigan-research-on-mammalian-gamete-development-sue-hammoud/
grants-1976-0,1976,2019-03-18,2019,Schistosomiasis Control Initiative,General Support,2500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2019/
grants-1878-0,1878,2019-03-19,2019,Soko Tierschutz,Factory Farm Investigations,100000.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/soko-tierschutz-factory-farm-investigations/
grants-1890-0,1890,2019-03-19,2019,Becca Franks,Work on Fish Welfare,125840.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/new-york-university-work-on-fish-welfare-2019/
grants-1950-0,1950,2019-03-19,2019,Evidence Action,"Impact Evaluation of Iron and Folic Acid Supplementation (""Phase 2"")",800000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-impact-evaluation-of-iron-and-folic-acid-supplementation-phase-2/
grants-1952-0,1952,2019-03-19,2019,Evidence Action,Strengthening Operations,7751915.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-strengthen-operations-2019/
grants-1853-0,1853,2019-03-21,2019,Massachusetts Institute of Technology Media Lab,Kevin Esvelt's Research,1000000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/massachusetts-institute-of-technology-media-lab-kevin-esvelts-research-2019/
grants-1882-0,1882,2019-04-01,2019,Tampere University,Work on Global Catastrophic Risks,15000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/tampere-university-work-on-global-catastrophic-risks/
grants-1939-0,1939,2019-04-01,2019,Kyoto University,Research on Reproductive Biology (Mitinori Saitou),4000000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/kyoto-university-research-on-reproductive-biology-mitinori-saitou/
grants-1831-0,1831,2019-04-15,2019,Research Institute of Industrial Economics,Genomic Research Methods,1500000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/research-institute-of-industrial-economics-genomic-research-methods-2019/
grants-1857-0,1857,2019-04-17,2019,Rita Allen Foundation,Fellowship Support,495000.0,Human Health and Wellbeing; Noninfectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/rita-allen-foundation-fellowship-support/
grants-1860-0,1860,2019-04-17,2019,World Animal Protection,Broiler Chicken Welfare,781498.0,Broiler Chicken Welfare; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/world-animal-protection-broiler-chicken-welfare-april-2019/
grants-1864-0,1864,2019-04-18,2019,FAI Farms,Tilapia Welfare (Contract),426000.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/fai-farms-tilapia-welfare/
grants-1842-0,1842,2019-04-23,2019,Life Sciences Research Foundation,Early-career Investigators,1170000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/life-sciences-research-foundation-young-investigators-2019/
grants-1858-0,1858,2019-04-26,2019,"University of California, Los Angeles",Epigenetic Clock Research (Steve Horvath),2368300.0,Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-california-los-angeles-epigenetic-clock-research-steve-horvath/
grants-1846-0,1846,2019-04-28,2019,Anima,Movement Building,367222.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/anima-movement-building/
grants-1870-0,1870,2019-04-30,2019,California YIMBY,General Support (Predates Fund),2000000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/california-yimby-general-support-2019/
grants-1820-0,1820,2019-05-01,2019,Engineers Without Borders USA,Off-Grid Refrigeration Challenge,500000.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/engineers-without-borders-usa-off-grid-refrigeration-challenge/
grants-1718-0,1718,2019-05-02,2019,Animal Kingdom Foundation,Corporate Campaigns,17000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/animal-kingdom-foundation-corporate-campaigns-may-2019/
grants-1850-0,1850,2019-05-03,2019,International Refugee Assistance Project,Family Reunification,75000.0,,Grants,https://coefficientgiving.org/grants/international-refugee-assistance-project-family-reunification/
grants-1834-0,1834,2019-05-07,2019,The Greenfield Project,General Support,250000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-greenfield-project-general-support-2019/
grants-1869-0,1869,2019-05-09,2019,Open Phil AI Fellowship,2019 Class,2325000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/open-phil-ai-fellowship-2019-class/
grants-1852-0,1852,2019-05-13,2019,Altruistic Technology Labs,Work on Biological Risk Prevention,440525.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/altruistic-technology-labs-work-on-biological-risk-prevention/
grants-1841-0,1841,2019-05-29,2019,Global Catastrophic Risks Scholarships,Scholarship Support,547800.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/global-catastrophic-risks-scholarships-scholarship-support-2019/
grants-1808-0,1808,2019-06-05,2019,Federation of Indian Animal Protection Organisations,India Farm Animal Welfare,445000.0,Broiler Chicken Welfare; Farm Animal Welfare; Farm Animal Welfare in Asia; Fish Welfare,Grants,https://coefficientgiving.org/grants/federation-of-indian-animal-protection-organisations-india-farm-animal-welfare-2019/
grants-1802-0,1802,2019-06-07,2019,Penn State University,Emergency Food Research (Charles Anderson),109063.0,Other Scientific Research Areas; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/penn-state-university-emergency-food-research-charles-anderson/
grants-1826-0,1826,2019-06-07,2019,"University of California, Berkeley",Aging Research (Irina Conboy),304000.0,Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/uc-berkeley-aging-research-irina-conboy-2019/
grants-1806-0,1806,2019-06-10,2019,Animals Australia Federation,Pig Welfare in Indonesia,48324.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/animals-australia-federation-pig-welfare-in-indonesia/
grants-1827-0,1827,2019-06-10,2019,Sinergia Animal,Animal Welfare in Southeast Asia,187600.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/sinergia-animal-southeast-asia-animal-welfare/
grants-1800-0,1800,2019-06-24,2019,Center for Global Development,General Support,3000000.0,Global Health & Development; Global Health & Wellbeing Opportunities; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/center-for-global-development-general-support-2019/
grants-1814-0,1814,2019-06-25,2019,Sentient Media,Digital Content Optimization Work,100000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/sentient-media-digital-content-optimization-work/
grants-1815-0,1815,2019-06-25,2019,Sightline Institute,YIMBYtown (Predates Fund),50000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/sightline-institute-yimbytown-2019/
grants-1797-0,1797,2019-06-28,2019,Humane Society International India,Animal Welfare Reform,1039124.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/humane-society-international-india-animal-welfare-reform-2019/
grants-1764-0,1764,2019-07-01,2019,Eurogroup for Animals,European Union Trade Strategy,700000.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/eurogroup-for-animals-european-union-trade-strategy/
grants-1812-0,1812,2019-07-02,2019,Project Peanut Butter,Ready-to-Use Therapeutic Food RCT,484785.0,Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/project-peanut-butter-ready-to-use-therapeutic-food-rct-2019/
grants-1765-0,1765,2019-07-05,2019,European Summer Program on Rationality,General Support,510000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/european-summer-program-on-rationality-general-support/
grants-1795-0,1795,2019-07-09,2019,Mercy For Animals,Corporate Campaigns,6638000.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/mercy-for-animals-corporate-campaigns-2019/
grants-1737-0,1737,2019-07-10,2019,Sankalpa,Farm Animal Welfare Workshop,22000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/sankalpa-farm-animal-welfare-workshop/
grants-1780-0,1780,2019-07-11,2019,Animal Rights Center Japan,Broiler and Layer Hen Campaigns,274000.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/animal-rights-center-japan-broiler-and-layer-hen-campaigns/
grants-7058-0,7058,2019-07-16,2019,Metaculus,AI Forecasting Tournament (Contract),100000.0,Forecasting,Grants,https://coefficientgiving.org/grants/metaculus-ai-forecasting-tournament/
grants-1798-0,1798,2019-07-18,2019,Effective Altruism Foundation,Research and Operations,1000000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-altruism-foundation-research-and-operations/
grants-1767-0,1767,2019-07-26,2019,Group Nine Media,Factory Farming Videos,215000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/group-nine-media-factory-farming-videos-2019/
grants-1787-0,1787,2019-07-31,2019,California Institute of Technology,Research on Reproductive Biology (Magdalena Zernicka-Goetz),2000000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/california-institute-of-technology-research-on-reproductive-biology-magdalena-zernicka-goetz/
grants-1793-0,1793,2019-07-31,2019,The Pollination Project,Global Animal Advocacy Movement,362000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-pollination-project-global-animal-advocacy-movement-2019/
grants-1544-0,1544,2019-08-12,2019,IDinsight,Endline Evaluation of New Incentives RCT,2105962.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-endline-evaluation-of-new-incentives-rct/
grants-1760-0,1760,2019-08-14,2019,Albert Schweitzer Foundation,General Support,1600000.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Europe; Fish Welfare,Grants,https://coefficientgiving.org/grants/albert-schweitzer-foundation-general-support-2019/
grants-1768-0,1768,2019-08-15,2019,Greater Greater Washington,Housing and Land Use Reform (Predates Fund),300000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/greater-greater-washington-housing-and-land-use-reform-2019/
grants-1785-0,1785,2019-08-15,2019,World Animal Protection,Broiler Chicken Welfare,557446.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/world-animal-protection-broiler-chicken-welfare-august-2019/
grants-1789-0,1789,2019-08-15,2019,Kyushu University,Research on Mammalian Reproduction (Katsuhiko Hayashi),2500000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/kyushu-university-research-on-mammalian-reproduction-katsuhiko-hayashi/
grants-1774-0,1774,2019-08-22,2019,Crate Free USA,Campaigning Against Gestation Crates,94720.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/crate-free-illinois-campaigning-against-gestation-crates/
grants-1703-0,1703,2019-09-09,2019,Compassion in World Farming,Fish Welfare and Efforts to End Cages,2169429.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-fish-welfare-and-efforts-to-end-cages/
grants-1587-0,1587,2019-09-17,2019,EA Scholarships,Scholarship Support,49676.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/ea-scholarships-scholarship-support-2019/
